"id","class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"1686","e","k","s","n","f","f","f","w","n","h","t","e","f","k","o","w","p","w","o","e","k","s","m"
"1687","e","c","y","b","f","n","f","w","b","n","t","c","s","k","w","w","u","w","o","e","w","c","g"
"1688","e","s","s","g","f","n","n","d","b","h","t","e","s","s","w","w","p","w","t","s","b","s","g"
"1689","e","x","g","n","t","n","d","c","b","o","e","b","s","y","n","n","p","w","o","l","n","a","d"
"1690","e","x","y","n","f","l","f","c","n","n","t","b","s","k","g","g","p","w","o","n","k","y","l"
"1691","e","x","y","c","f","c","f","c","n","n","e","u","k","y","c","c","u","w","o","n","n","y","p"
"1692","e","x","f","u","t","f","d","w","b","w","e","z","y","y","p","o","p","o","o","l","r","v","l"
"1693","e","x","f","n","f","s","f","w","b","p","e","e","f","f","w","w","p","w","o","e","y","n","p"
"1694","e","s","y","g","f","n","f","d","n","r","t","e","f","k","w","c","p","w","o","e","o","n","g"
"1695","e","b","s","w","f","n","d","w","b","n","t","e","s","f","w","g","p","o","o","l","n","a","u"
"1696","e","s","s","g","f","m","n","w","n","y","t","r","s","s","p","p","u","y","o","s","o","a","g"
"1697","e","f","s","p","f","n","f","w","b","n","t","e","k","f","w","w","p","w","o","p","k","s","p"
"1698","e","f","g","r","f","n","d","c","b","o","t","b","f","y","w","w","p","o","b","f","u","a","d"
"1699","e","b","y","w","f","n","f","w","b","o","t","b","s","k","g","w","u","w","o","n","h","a","p"
"1700","e","b","s","u","f","n","n","c","n","k","t","b","s","f","e","e","u","y","b","z","n","a","g"
"1701","e","f","y","g","t","y","f","c","n","w","t","e","k","s","w","g","u","w","b","p","k","y","d"
"1702","e","x","g","n","t","c","d","d","b","k","e","u","y","y","w","c","p","w","o","e","b","s","w"
"1703","e","k","f","n","t","n","a","w","b","g","e","z","f","f","b","b","p","w","o","c","n","s","g"
"1704","p","f","s","b","t","c","f","d","n","r","t","r","s","s","c","c","p","w","o","p","b","s","g"
"1705","e","x","f","n","t","p","a","w","b","n","e","b","f","f","p","w","p","w","o","p","k","v","d"
"1706","e","x","f","n","f","s","f","d","n","b","t","u","k","f","w","w","p","w","o","e","k","n","g"
"1707","e","b","f","w","f","n","f","c","n","k","t","b","s","f","e","w","u","w","o","e","u","a","l"
"1708","p","k","y","n","t","l","f","w","n","g","t","z","k","k","w","b","u","w","o","n","n","s","u"
"1709","e","c","f","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","w","c","g"
"1710","e","f","f","p","f","n","f","c","n","e","t","e","k","k","e","e","u","w","b","p","k","s","m"
"1711","e","k","f","w","f","n","f","w","n","w","t","e","f","f","w","w","p","w","o","p","w","v","p"
"1712","e","x","g","p","t","n","f","w","b","h","e","e","y","f","w","b","p","o","o","e","k","c","g"
"1713","e","s","g","p","t","n","f","c","b","y","t","b","s","s","p","p","p","o","o","p","n","y","u"
"1714","e","f","g","y","t","n","d","w","b","h","e","e","y","y","e","e","p","w","o","f","n","s","g"
"1715","e","f","f","n","t","n","a","d","b","b","t","u","f","f","w","w","p","n","o","c","n","a","d"
"1716","e","x","y","c","f","n","f","c","b","w","t","z","s","k","p","o","p","w","o","n","r","y","d"
"1717","e","x","g","u","t","l","f","c","b","u","e","u","s","s","w","w","p","w","o","f","o","n","g"
"1718","e","x","y","c","t","p","d","w","b","w","e","c","s","y","w","w","p","o","o","p","n","n","d"
"1719","e","s","s","g","f","c","f","w","b","y","t","e","s","s","w","w","u","w","o","s","n","s","p"
"1720","e","s","g","g","t","m","f","d","b","y","t","r","s","y","w","p","p","o","o","e","k","c","g"
"1721","e","f","y","n","f","y","f","c","n","n","t","e","k","f","g","g","u","w","o","p","k","a","g"
"1722","e","b","g","n","t","n","f","c","b","p","t","b","y","s","w","w","p","o","o","l","u","a","g"
"1723","e","x","f","n","f","n","f","w","b","n","t","e","f","f","w","b","p","w","o","c","n","c","p"
"1724","e","c","s","n","t","n","d","w","b","n","e","e","y","f","w","w","p","o","o","e","w","s","g"
"1725","e","b","g","y","t","a","f","c","b","e","e","c","y","y","n","n","p","o","b","p","k","s","m"
"1726","p","k","g","r","t","p","d","c","n","k","e","e","y","y","w","w","p","w","o","f","w","v","g"
"1727","e","x","f","n","f","n","a","w","b","g","e","z","f","f","b","b","p","w","o","c","k","v","g"
"1728","e","f","f","g","t","m","f","d","b","k","t","r","f","f","p","w","p","w","t","e","o","s","w"
"1729","e","x","g","y","t","f","d","w","b","p","e","r","y","y","o","w","p","o","o","p","k","c","g"
"1730","e","x","y","y","f","n","f","w","n","r","t","e","k","f","y","y","p","w","t","e","n","y","d"
"1731","e","f","s","w","f","n","f","d","b","k","t","r","f","s","c","c","p","w","t","c","b","a","g"
"1732","p","x","y","n","f","p","f","d","n","n","t","e","k","k","w","y","p","w","t","p","k","v","w"
"1733","e","f","y","p","f","n","f","w","n","e","t","e","f","f","g","g","p","w","b","e","h","s","g"
"1734","e","x","f","b","f","n","f","w","b","r","t","r","f","k","w","w","u","w","t","p","y","y","g"
"1735","p","f","s","n","t","p","f","w","n","n","e","z","s","s","w","w","p","y","o","s","w","v","g"
"1736","e","x","f","n","f","n","f","w","b","p","t","u","s","k","w","y","p","w","t","n","n","a","g"
"1737","e","x","s","u","f","m","f","w","b","u","e","e","f","s","w","p","p","w","o","c","o","n","w"
"1738","e","c","s","p","t","n","n","w","b","n","t","c","s","s","g","w","p","y","o","s","w","v","p"
"1739","e","f","s","w","t","n","f","w","b","n","t","e","y","y","b","b","p","w","o","l","n","c","p"
"1740","p","c","s","p","t","p","n","c","n","n","t","e","s","s","w","w","u","w","o","p","n","c","m"
"1741","e","x","f","w","f","n","f","w","b","n","t","c","k","k","o","w","u","w","o","e","k","a","g"
"1742","e","f","s","n","f","a","n","c","n","k","t","e","s","s","n","n","p","y","b","e","k","a","g"
"1743","e","k","s","c","t","n","d","w","b","p","t","z","f","f","w","w","p","w","o","e","n","v","l"
"1744","e","x","f","n","f","n","f","d","n","n","t","u","s","f","y","y","u","w","t","z","y","a","g"
"1745","e","b","y","r","t","a","f","c","n","w","e","r","k","y","w","n","p","w","b","p","n","a","g"
"1746","p","s","s","y","t","p","f","d","b","w","e","e","y","s","c","w","p","o","o","f","n","s","l"
"1747","e","b","f","c","t","n","f","c","b","p","e","e","f","f","e","w","p","n","b","c","u","a","g"
"1748","e","k","f","u","f","f","f","c","n","p","t","e","s","s","w","o","p","w","o","p","k","y","p"
"1749","p","x","f","n","t","c","a","c","n","w","e","u","f","f","c","c","p","n","t","p","b","s","u"
"1750","e","f","s","w","f","a","f","c","b","k","t","e","k","k","w","n","p","w","o","e","n","s","d"
"1751","e","x","g","g","t","n","f","w","b","h","t","e","f","y","e","e","p","o","b","e","n","s","p"
"1752","e","c","y","b","f","f","f","c","b","n","t","r","s","k","w","w","p","w","o","p","n","c","l"
"1753","e","x","y","c","f","s","f","w","b","u","t","u","f","f","y","w","p","w","t","n","n","s","p"
"1754","e","x","f","w","f","n","a","c","b","h","t","e","f","f","w","w","p","w","b","e","k","s","g"
"1755","p","k","y","c","f","l","f","c","n","n","t","e","s","s","w","w","u","w","o","p","n","s","g"
"1756","e","b","f","n","f","n","d","c","b","k","t","e","y","y","e","e","p","o","b","l","k","s","l"
"1757","e","f","f","g","f","n","f","w","b","p","t","c","s","s","o","w","p","w","o","l","n","s","g"
"1758","e","x","f","n","t","n","f","w","b","n","e","u","f","f","p","p","p","n","t","e","k","n","g"
"1759","e","s","f","b","f","m","f","d","b","r","t","b","k","s","p","p","u","w","t","p","n","v","d"
"1760","e","x","s","g","f","n","a","d","b","u","e","u","f","f","y","w","p","n","o","e","k","n","g"
"1761","e","c","g","b","t","p","f","w","b","n","t","c","y","y","w","w","p","w","o","e","w","c","g"
"1762","e","x","f","b","t","n","a","w","b","k","t","e","f","f","w","w","p","n","b","e","u","s","p"
"1763","e","f","f","g","t","y","a","c","b","k","e","b","s","s","g","g","p","w","o","e","n","a","g"
"1764","e","s","f","n","t","n","f","d","b","n","e","r","s","s","y","y","p","o","o","l","k","y","d"
"1765","e","f","s","e","f","y","f","c","b","h","t","e","f","s","g","g","u","w","o","s","h","s","g"
"1766","p","x","g","b","t","f","d","w","n","n","e","c","s","y","w","o","p","w","o","p","n","s","u"
"1767","e","c","s","e","t","l","d","w","b","n","e","e","s","y","w","w","p","o","o","e","n","a","g"
"1768","e","x","s","r","f","s","f","d","b","b","t","u","y","y","w","y","p","w","o","e","y","s","g"
"1769","e","s","y","p","t","s","f","d","b","p","t","b","s","k","w","g","u","w","o","p","y","v","w"
"1770","e","x","y","u","f","a","f","w","b","p","t","z","k","k","w","w","p","w","o","p","n","v","m"
"1771","e","x","g","g","f","y","f","w","b","k","t","e","y","y","w","w","p","o","o","e","h","s","u"
"1772","e","x","f","n","t","n","f","c","b","h","e","e","y","y","n","w","p","o","o","e","k","a","g"
"1773","e","s","f","w","f","m","n","d","b","r","t","e","s","s","w","w","u","y","o","z","k","y","g"
"1774","e","x","y","w","f","a","f","d","n","b","e","c","s","k","y","w","u","w","o","n","y","n","u"
"1775","e","s","g","b","t","c","f","c","b","y","e","r","y","y","c","w","p","o","o","p","b","y","d"
"1776","e","x","f","u","f","n","f","d","b","p","t","u","s","k","w","w","u","w","t","e","k","n","g"
"1777","e","x","g","c","f","c","f","d","b","n","e","u","f","y","c","w","p","w","t","e","b","n","w"
"1778","p","b","s","n","t","p","f","c","n","y","e","e","k","k","c","w","u","w","t","p","n","y","u"
"1779","p","c","s","b","t","p","d","c","b","k","e","c","y","y","w","w","p","w","o","l","w","c","m"
"1780","e","s","s","n","f","s","n","d","n","p","t","r","s","s","y","w","u","y","o","z","y","a","g"
"1781","e","k","f","u","t","l","a","c","n","n","e","z","f","s","w","w","p","n","o","c","n","v","g"
"1782","e","f","s","r","t","n","f","w","b","g","e","z","y","f","w","w","p","o","o","e","k","s","p"
"1783","e","x","s","w","f","n","f","w","n","k","t","r","s","s","w","w","p","y","o","s","k","y","g"
"1784","p","f","s","w","t","p","a","c","n","h","e","e","s","f","e","e","p","w","b","p","u","s","g"
"1785","e","x","s","y","t","m","f","d","n","u","e","c","k","k","p","p","p","w","t","p","o","s","g"
"1786","e","b","y","n","f","n","f","c","b","o","t","b","k","k","w","e","p","w","o","n","k","a","d"
"1787","p","f","y","n","f","y","f","c","n","h","e","e","s","s","w","w","u","w","o","p","k","s","u"
"1788","e","x","g","r","f","n","f","d","b","h","e","u","y","y","w","p","p","w","t","e","k","n","g"
"1789","e","c","g","b","f","l","d","w","b","k","t","e","y","y","w","w","p","w","o","e","n","c","p"
"1790","e","x","s","y","f","n","f","c","b","e","t","e","f","s","e","e","p","w","b","e","u","s","g"
"1791","p","b","s","w","f","n","f","c","n","n","e","e","s","s","w","e","u","y","o","s","u","v","u"
"1792","e","k","s","r","f","n","f","w","b","g","e","e","f","f","w","w","p","w","o","c","n","a","g"
"1793","e","x","f","n","t","p","f","w","b","h","e","e","f","y","w","w","p","w","o","e","n","v","g"
"1794","e","f","g","n","t","n","d","c","b","p","e","b","y","s","e","e","p","o","b","e","n","s","g"
"1795","e","c","s","n","f","p","n","w","b","p","t","e","f","s","w","w","u","w","o","s","n","c","m"
"1796","p","k","f","c","t","p","f","w","n","g","e","e","f","f","o","w","p","n","o","p","k","v","g"
"1797","e","x","f","w","f","n","f","w","n","p","t","z","k","f","w","w","u","w","o","n","n","s","l"
"1798","e","f","s","c","f","n","f","w","n","w","t","e","s","s","w","w","u","w","o","s","w","v","g"
"1799","p","f","y","b","t","a","d","c","b","k","e","e","y","s","n","w","p","w","b","p","k","v","m"
"1800","e","f","s","y","f","m","f","d","b","y","t","e","s","f","w","w","p","w","o","e","k","y","g"
"1801","e","x","s","n","f","n","n","c","n","b","t","b","s","s","c","g","u","y","t","p","n","v","d"
"1802","e","x","f","g","f","n","f","c","n","e","t","e","k","f","w","e","p","w","o","e","n","a","w"
"1803","e","c","g","g","t","n","d","c","b","u","t","b","y","f","w","o","p","w","o","p","r","c","p"
"1804","e","b","g","c","t","n","f","c","b","p","t","b","s","s","e","e","p","w","b","l","u","a","d"
"1805","e","s","f","e","t","n","f","c","b","y","t","b","s","f","p","p","p","n","t","p","o","y","p"
"1806","e","f","y","e","t","s","f","c","b","r","t","b","k","s","y","p","p","w","t","n","y","y","d"
"1807","e","f","s","g","f","n","n","d","b","y","t","r","f","s","c","c","u","y","o","s","n","y","g"
"1808","e","x","f","g","t","n","a","c","b","b","t","b","f","f","c","c","p","w","t","e","b","n","d"
"1809","e","k","y","g","t","p","d","w","b","g","t","z","y","y","g","w","p","o","o","p","w","v","d"
"1810","e","x","s","g","f","f","n","w","b","p","t","c","s","s","w","o","u","y","o","e","r","s","g"
"1811","p","f","f","n","t","p","a","w","b","n","e","e","f","s","w","w","p","n","o","p","n","c","g"
"1812","e","f","g","n","t","a","d","c","b","n","t","e","y","y","g","n","p","w","o","f","k","v","d"
"1813","p","f","s","g","t","y","d","c","b","n","e","e","s","y","w","g","p","o","o","p","k","s","p"
"1814","e","x","s","w","t","f","a","c","b","n","e","z","f","f","w","o","p","n","o","c","h","a","g"
"1815","e","x","s","w","f","c","f","d","n","h","t","r","s","s","c","c","u","y","o","s","b","y","m"
"1816","e","x","y","c","f","a","f","d","b","g","t","u","k","k","p","p","u","w","o","n","o","s","g"
"1817","p","s","f","e","f","c","d","c","b","y","e","b","k","k","c","c","p","w","o","f","b","y","g"
"1818","e","f","f","r","t","s","a","d","b","k","t","e","f","f","y","y","p","n","t","e","y","n","g"
"1819","e","f","s","w","f","f","f","w","n","p","t","z","f","s","o","w","u","y","o","z","n","s","g"
"1820","e","x","f","w","f","n","f","d","b","p","t","b","s","k","p","p","u","w","t","p","o","v","d"
"1821","e","f","f","y","t","n","f","w","b","h","e","e","s","f","w","w","p","n","b","e","h","s","g"
"1822","e","c","f","n","t","l","a","w","b","n","e","c","f","f","b","b","p","w","o","e","n","s","g"
"1823","p","f","s","p","f","a","f","c","n","p","e","e","s","s","n","w","p","y","o","s","b","y","u"
"1824","e","x","y","u","t","n","f","c","b","p","t","u","s","k","p","g","p","w","o","p","o","y","d"
"1825","e","f","g","b","t","a","d","c","b","k","e","c","y","y","n","w","p","w","o","p","n","s","g"
"1826","e","f","g","e","t","n","d","w","b","r","t","e","y","y","p","w","p","o","t","e","o","y","w"
"1827","e","x","s","w","t","n","f","d","b","b","t","u","s","s","w","g","u","w","t","z","b","v","d"
"1828","e","f","g","w","t","p","d","w","b","n","e","e","s","y","w","w","p","o","o","l","w","c","w"
"1829","e","x","s","g","f","c","f","d","b","p","t","r","f","s","w","c","p","w","t","z","b","y","g"
"1830","e","x","s","n","f","m","n","c","n","u","t","b","s","s","p","p","u","w","t","z","o","n","g"
"1831","e","s","y","g","t","s","f","d","b","w","t","r","s","y","y","g","p","o","t","l","y","y","u"
"1832","e","x","f","g","t","m","a","d","b","u","e","e","s","y","g","w","p","o","b","l","k","s","g"
"1833","e","f","s","c","f","s","n","w","b","n","t","e","s","s","y","y","p","w","o","s","y","a","u"
"1834","e","x","s","b","f","y","n","c","b","e","t","b","s","s","g","w","p","y","b","p","h","v","d"
"1835","e","x","f","p","t","n","f","c","b","u","t","e","s","k","e","e","p","w","o","p","u","v","u"
"1836","e","x","g","p","t","y","f","c","b","w","e","e","y","y","g","g","p","o","b","p","h","s","d"
"1837","e","x","g","c","t","n","f","c","b","k","e","b","s","y","e","g","p","w","o","f","n","y","g"
"1838","e","f","y","n","f","c","f","w","n","b","t","e","k","k","w","w","p","w","o","n","b","s","g"
"1839","e","x","y","r","t","n","d","d","b","p","t","b","s","y","p","p","p","w","t","p","o","y","u"
"1840","e","x","y","p","f","f","f","w","n","n","t","c","k","k","w","w","p","w","o","e","r","c","l"
"1841","e","x","g","g","t","n","d","c","b","e","t","e","f","s","w","w","p","o","o","l","u","s","d"
"1842","e","s","f","y","t","n","f","d","b","r","t","e","s","s","w","p","p","n","o","e","o","a","g"
"1843","e","f","y","g","t","n","f","c","n","p","t","b","k","s","w","g","u","w","o","p","h","s","d"
"1844","p","x","y","c","t","p","f","c","n","k","t","u","s","k","c","w","p","w","o","n","n","s","p"
"1845","e","x","s","u","f","y","f","c","n","p","t","b","s","s","g","g","u","w","b","p","k","v","u"
"1846","e","f","g","g","t","n","d","c","b","h","e","e","y","y","e","e","p","o","o","e","u","s","p"
"1847","e","c","s","g","f","p","n","w","b","n","t","e","s","s","w","w","u","y","o","z","n","c","g"
"1848","e","x","y","p","t","n","d","w","b","p","t","c","y","y","o","p","p","w","o","p","n","c","d"
"1849","e","s","f","g","f","n","n","c","n","p","t","r","s","s","p","c","p","y","t","p","b","y","d"
"1850","e","k","g","w","t","n","d","w","b","w","e","z","y","s","b","b","p","o","o","f","n","v","d"
"1851","e","f","f","e","t","n","a","c","b","e","e","b","f","s","e","p","p","n","b","e","k","v","w"
"1852","e","s","s","w","f","c","d","d","b","r","e","r","y","y","w","c","p","w","t","l","b","y","g"
"1853","e","x","s","e","t","n","f","d","n","b","t","b","s","s","w","y","u","w","o","s","n","v","p"
"1854","e","x","f","u","t","n","f","c","b","b","t","u","k","s","c","c","p","w","o","p","k","a","d"
"1855","e","x","g","g","t","p","f","w","b","u","t","c","s","s","w","w","p","o","o","f","k","y","d"
"1856","e","b","g","n","t","n","f","c","b","n","t","b","y","y","p","w","p","w","o","p","u","y","d"
"1857","e","x","f","y","t","y","a","c","b","w","e","b","s","f","w","g","p","w","b","c","n","a","d"
"1858","e","x","f","e","t","n","f","w","b","n","t","b","s","y","g","g","p","w","o","l","n","c","w"
"1859","p","k","s","w","t","p","f","w","n","w","e","z","s","f","w","w","p","n","o","p","w","v","g"
"1860","e","x","s","b","f","n","f","d","b","h","t","e","k","f","p","w","p","w","o","n","o","y","g"
"1861","e","k","f","e","t","n","d","w","b","u","e","z","s","s","b","b","p","w","o","f","n","v","u"
"1862","e","b","y","n","t","n","n","c","b","o","e","b","y","s","p","b","p","w","o","l","n","c","u"
"1863","e","c","f","e","t","n","d","w","b","h","t","e","f","y","w","w","p","o","o","e","k","c","g"
"1864","e","x","f","u","t","n","f","c","b","w","t","b","f","s","e","e","p","n","o","p","n","y","p"
"1865","e","f","s","g","f","n","n","c","b","e","t","e","s","s","w","w","u","y","b","s","k","s","g"
"1866","e","x","y","e","t","c","f","c","n","w","t","b","k","s","p","g","u","w","t","p","b","y","g"
"1867","e","x","g","b","t","m","d","c","b","u","t","b","s","s","p","p","p","o","o","l","n","v","g"
"1868","e","x","f","w","t","s","f","d","b","p","t","u","f","f","y","y","p","w","o","e","y","n","d"
"1869","e","x","f","n","f","p","f","w","b","n","t","z","f","f","w","w","p","w","o","c","w","v","g"
